taxID	depth10_read100_deam0.1	depth10_read100_deam0.2	depth10_read100_deam0.3	depth10_read100_deam0	depth10_read20_deam0.1	depth10_read20_deam0.2	depth10_read20_deam0.3	depth10_read20_deam0	depth10_read30_deam0.1	depth10_read30_deam0.2	depth10_read30_deam0.3	depth10_read30_deam0	depth10_read40_deam0.1	depth10_read40_deam0.2	depth10_read40_deam0.3	depth10_read40_deam0	depth10_read50_deam0.1	depth10_read50_deam0.2	depth10_read50_deam0.3	depth10_read50_deam0	depth10_read75_deam0.1	depth10_read75_deam0.2	depth10_read75_deam0.3	depth10_read75_deam0	depth1_read100_deam0.1	depth1_read100_deam0.2	depth1_read100_deam0.3	depth1_read100_deam0	depth1_read20_deam0.1	depth1_read20_deam0.2	depth1_read20_deam0.3	depth1_read20_deam0	depth1_read30_deam0.1	depth1_read30_deam0.2	depth1_read30_deam0.3	depth1_read30_deam0	depth1_read40_deam0.1	depth1_read40_deam0.2	depth1_read40_deam0.3	depth1_read40_deam0	depth1_read50_deam0.1	depth1_read50_deam0.2	depth1_read50_deam0.3	depth1_read50_deam0	depth1_read75_deam0.1	depth1_read75_deam0.2	depth1_read75_deam0.3	depth1_read75_deam0	depth20_read100_deam0.1	depth20_read100_deam0.2	depth20_read100_deam0.3	depth20_read100_deam0	depth20_read20_deam0.1	depth20_read20_deam0.2	depth20_read20_deam0.3	depth20_read20_deam0	depth20_read30_deam0.1	depth20_read30_deam0.2	depth20_read30_deam0.3	depth20_read30_deam0	depth20_read40_deam0.1	depth20_read40_deam0.2	depth20_read40_deam0.3	depth20_read40_deam0	depth20_read50_deam0.1	depth20_read50_deam0.2	depth20_read50_deam0.3	depth20_read50_deam0	depth20_read75_deam0.1	depth20_read75_deam0.2	depth20_read75_deam0.3	depth20_read75_deam0	depth2_read100_deam0.1	depth2_read100_deam0.2	depth2_read100_deam0.3	depth2_read100_deam0	depth2_read20_deam0.1	depth2_read20_deam0.2	depth2_read20_deam0.3	depth2_read20_deam0	depth2_read30_deam0.1	depth2_read30_deam0.2	depth2_read30_deam0.3	depth2_read30_deam0	depth2_read40_deam0.1	depth2_read40_deam0.2	depth2_read40_deam0.3	depth2_read40_deam0	depth2_read50_deam0.1	depth2_read50_deam0.2	depth2_read50_deam0.3	depth2_read50_deam0	depth2_read75_deam0.1	depth2_read75_deam0.2	depth2_read75_deam0.3	depth2_read75_deam0	depth40_read100_deam0.1	depth40_read100_deam0.2	depth40_read100_deam0.3	depth40_read100_deam0	depth40_read20_deam0.1	depth40_read20_deam0.2	depth40_read20_deam0.3	depth40_read20_deam0	depth40_read30_deam0.1	depth40_read30_deam0.2	depth40_read30_deam0.3	depth40_read30_deam0	depth40_read40_deam0.1	depth40_read40_deam0.2	depth40_read40_deam0.3	depth40_read40_deam0	depth40_read50_deam0.1	depth40_read50_deam0.2	depth40_read50_deam0.3	depth40_read50_deam0	depth40_read75_deam0.1	depth40_read75_deam0.2	depth40_read75_deam0.3	depth40_read75_deam0	depth5_read100_deam0.1	depth5_read100_deam0.2	depth5_read100_deam0.3	depth5_read100_deam0	depth5_read20_deam0.1	depth5_read20_deam0.2	depth5_read20_deam0.3	depth5_read20_deam0	depth5_read30_deam0.1	depth5_read30_deam0.2	depth5_read30_deam0.3	depth5_read30_deam0	depth5_read40_deam0.1	depth5_read40_deam0.2	depth5_read40_deam0.3	depth5_read40_deam0	depth5_read50_deam0.1	depth5_read50_deam0.2	depth5_read50_deam0.3	depth5_read50_deam0	depth5_read75_deam0.1	depth5_read75_deam0.2	depth5_read75_deam0.3	depth5_read75_deam0	depth60_read100_deam0.1	depth60_read100_deam0.2	depth60_read100_deam0.3	depth60_read100_deam0	depth60_read20_deam0.1	depth60_read20_deam0.2	depth60_read20_deam0.3	depth60_read20_deam0	depth60_read30_deam0.1	depth60_read30_deam0.2	depth60_read30_deam0.3	depth60_read30_deam0	depth60_read40_deam0.1	depth60_read40_deam0.2	depth60_read40_deam0.3	depth60_read40_deam0	depth60_read50_deam0.1	depth60_read50_deam0.2	depth60_read50_deam0.3	depth60_read50_deam0	depth60_read75_deam0.1	depth60_read75_deam0.2	depth60_read75_deam0.3	depth60_read75_deam0
2939038	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	3	3	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	4	0	1	1	2	3	4	1
2956280	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	4	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	3	0	0	3	4	3	3	2	0	1	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	5	1	3	1	2	3	5	3	7	3	5
3050292	521	475	454	615	0	0	0	0	1927	1845	1779	2109	4187	4074	3915	4702	4152	4112	3916	4840	4171	4194	4085	4704	50	62	64	62	0	0	0	0	199	183	197	222	393	386	426	475	395	416	412	443	393	403	446	475	980	1000	897	1146	0	0	0	0	3751	3705	3720	4196	8259	7855	7831	9632	8561	8302	8032	9512	8439	8202	7855	9573	126	74	90	114	0	0	0	0	348	360	346	418	868	841	832	944	838	827	848	932	861	800	801	911	2039	1950	1886	2395	0	0	0	0	7584	7332	7184	8740	16540	16103	15787	18733	16890	16676	16095	18921	17077	16522	16169	18871	247	276	216	283	0	0	0	0	900	927	936	1059	2025	2038	1894	2378	2106	2058	2039	2404	2075	2095	2037	2427	2954	2831	2866	3488	0	0	0	0	11319	10935	10975	12747	24808	24057	23920	28028	25324	24783	24171	28331	25126	24684	24299	28485
3050297	451	443	439	484	0	0	0	0	1886	1777	1877	1954	4089	4049	4147	4585	4312	4232	4137	4713	4351	4242	4082	4521	51	49	43	50	0	0	0	0	184	156	173	216	409	417	403	469	462	389	415	439	414	411	401	456	938	873	864	1017	0	0	0	0	3602	3636	3543	3989	8399	8153	8162	8913	8547	8446	8199	9083	8609	8469	8178	9160	82	98	70	104	0	0	0	0	421	343	343	411	836	792	838	924	894	807	858	903	875	821	840	929	1855	1812	1695	1966	0	0	0	0	7475	7144	7210	8191	16723	16477	15989	17820	17109	16781	16584	18303	17044	16564	16546	18517	209	211	210	252	0	0	0	0	910	936	910	1024	2054	2028	2051	2272	2175	2069	2086	2220	2114	2114	2092	2276	2793	2707	2578	2960	0	0	0	0	11071	11010	10822	12074	25181	24374	24278	27097	25739	25341	24850	27660	25629	25346	24677	27226
3052189	9	10	6	7	0	0	0	0	54	63	66	60	140	149	144	162	158	171	121	153	123	154	140	171	1	1	2	0	0	0	0	0	5	10	3	9	12	10	6	26	14	9	12	23	15	14	7	17	11	13	7	16	0	0	0	0	105	111	101	149	258	289	289	296	312	265	237	299	305	262	267	333	1	1	3	1	0	0	0	0	19	8	9	23	32	32	30	36	31	23	33	42	28	17	41	31	12	16	21	20	0	0	0	0	248	202	229	290	523	559	557	584	566	521	528	601	538	574	558	627	0	0	1	5	0	0	0	0	28	39	29	29	78	83	61	67	71	70	52	72	83	76	74	83	33	33	28	36	0	0	0	0	359	341	390	401	867	878	868	910	850	856	816	921	850	847	844	977
3431302	4	1	2	1	0	0	0	0	29	23	30	32	67	70	66	77	72	59	74	76	58	58	76	80	0	0	1	0	0	0	0	0	3	2	2	4	9	6	6	7	5	4	7	6	9	2	10	4	2	7	2	4	0	0	0	0	52	53	47	57	117	150	128	144	131	129	116	143	135	116	116	133	0	1	0	0	0	0	0	0	7	5	4	4	15	10	15	12	16	14	14	14	17	13	14	13	13	7	12	16	0	0	0	0	117	90	107	103	255	266	271	293	272	276	288	259	231	286	268	323	2	0	4	5	0	0	0	0	11	14	10	16	32	30	22	30	21	28	32	45	37	43	33	45	16	16	14	14	0	0	0	0	173	171	132	174	378	376	362	426	363	395	380	403	394	373	385	420
3431303	0	1	0	0	0	0	0	0	2	1	3	1	5	1	3	1	1	2	5	5	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	2	3	3	5	3	2	3	2	3	3	3	2	3	6	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	5	3	2	5	14	9	6	6	3	8	7	12	5	9	11	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	9	8	10	4	9	8	10	10	12	12	14	9	10	7	10	14
3431304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3431460	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	2	1	2	1	1	1	2	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	4	2	4	1	5	4	4	3	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	3	5	6	3	3	2	8	6	1	8	5	4	1	8
3431462	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	6	0	6	4	1	4	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	4	4	1	5	9	4	3	6	1	2	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3	0	0	1	0	0	0	0	0	0	4	9	5	4	7	8	8	7	4	5	11	9	7	6	7	9	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	1	3	1	0	1	1	2	1	0	0	1	0	0	0	0	0	4	6	2	10	10	18	12	13	8	13	16	19	11	8	11	17
3431467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3431487	219	187	197	211	0	0	0	0	1710	1716	1744	1836	4088	4035	4022	4377	4170	4224	4027	4333	4223	4035	4058	4338	19	24	18	22	0	0	0	0	174	182	171	170	402	403	399	412	385	406	387	438	441	402	431	402	429	372	397	427	0	0	0	0	3455	3443	3305	3670	8166	7888	7937	8596	8352	8283	8115	8790	8482	8095	8272	8773	32	37	40	47	0	0	0	0	376	352	317	367	834	812	814	830	820	865	811	889	873	842	762	879	730	737	725	832	0	0	0	0	6820	6902	6757	7370	16292	15942	15886	17136	16771	16509	16141	17754	16754	16495	16562	17698	93	96	94	113	0	0	0	0	863	836	838	934	2012	2035	1973	2201	2059	2070	2001	2248	2049	2124	2044	2306	1142	1131	1148	1270	0	0	0	0	10359	10205	10070	10992	24217	24165	23791	25815	25155	24628	24610	26646	25174	24460	24605	26729
3432500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
